local_compania,ano,origem_cacau,ingredientes,caracteristicas,percentagem_cacau,ID
U.K.,2016,Colombia,"3- B,S,C","rich cocoa, spicy, cinamon",70%,2460
U.S.A.,2016,Venezuela,"3- B,S,C","nutty, rubber",74%,2461
U.S.A.,2016,Bolivia,"3- B,S,C","nutty, fig, short length",76%,2462
U.S.A.,2016,Ghana,"3- B,S,C","strong malt, choco pudding",75%,2463
U.S.A.,2019,Belize,"3- B,S,C","flat, molasses, creamy",68%,2464
U.S.A.,2019,Venezuela,"3- B,S,C","intense, creamy, nutty",70%,2465
U.S.A.,2021,Dominican Republic,"3- B,S,C","dairy, caramel, brownie, nutty",70%,2466
U.S.A.,2011,Dominican Republic,"2- B,S","brownie, fruit, fudge",70%,2467
U.S.A.,2011,Venezuela,"2- B,S","nutty, tart, coffee",70%,2468
U.S.A.,2012,Ecuador,"2- B,S","mild fruit, chemical off",70%,2469
U.S.A.,2012,Costa Rica,"2- B,S","roasty, metallic, coffee",70%,2470
U.S.A.,2012,Madagascar,"3- B,S,C",melon,70%,2471
U.S.A.,2013,Ecuador,"2- B,S","intense, bourbon",70%,2472
U.S.A.,2013,Trinidad,"2- B,S","creamy, woody, mild metallic",70%,2473
U.S.A.,2014,Peru,"2- B,S","sandy, intense, mild nutty",70%,2474
U.S.A.,2021,Tanzania,"2- B,S","short, tart, fruit, sweet edge",70%,2475
Dominican Republic,2013,Dominican Republic,"5- B,S,C,L,Sa","salt noticeable, vanilla",66%,2476
El Salvador,2019,El Salvador,"4- B,S,C,L","overly sweet, dirty",65%,2477
El Salvador,2019,El Salvador,"4- B,S,C,L","coarse, sweet, candy, licorice",75%,2478
El Salvador,2019,El Salvador,"4- B,S,C,L","nutty, basic cocoa",70%,2479
U.S.A.,2020,Tanzania,"2- B,S","sandy, earthy, hint of tang",73%,2480
U.S.A.,2020,Peru,"2- B,S","burnt caramel, grapes",70%,2481
U.S.A.,2020,Nicaragua,"2- B,S","sandy, roasty, fig, late spiciness",72%,2482
U.S.A.,2017,Dominican Republic,"2- B,S","spciy, cardamom, off flavor",70%,2483
U.S.A.,2017,Madagascar,"2- B,S","sour milk, molasses, sweet",70%,2484
U.S.A.,2021,Trinidad,"3- B,S,C","nutty, fruity, sweet",70%,2485
U.S.A.,2021,Vietnam,"3- B,S,C","tart, cherry, cocoa, mild sour",70%,2486
U.S.A.,2021,Dominican Republic,"3- B,S,C","sweet, rich, cocoa, fruity",70%,2487
U.S.A.,2021,Bolivia,"3- B,S,C","sweet, tart, sour",70%,2488
U.S.A.,2015,Papua New Guinea,"3- B,S,C","heavy smoke, fruit, ham",70%,2489
U.S.A.,2015,Blend,"3- B,S,C","very sweet, heavy roast, nuts",60%,2490
U.S.A.,2015,Dominican Republic,"3- B,S,C","nutty, earthy, hammy",70%,2491
U.S.A.,2015,Madagascar,"3- B,S,C","sandy, mild sour, mild fruit",70%,2492
U.S.A.,2015,Peru,"3- B,S,C","sandy, nutty, mocha",70%,2493
U.S.A.,2015,Belize,"3- B,S,C","rich base cocoa, sweet",70%,2494
Austria,2016,Ecuador,"3- B,S,C","sticky, off notes of rubber",70%,2495
Austria,2016,Trinidad,"3- B,S,C","sticky, strong bitter, spice",85%,2496
Austria,2016,Tanzania,"3- B,S,C","melon, mild tart, bitter, fatty",85%,2497
Austria,2016,Madagascar,"3- B,S,C","sticky, mellow choco, dairy",70%,2498
Austria,2016,Tanzania,"3- B,S,C","smoke, tart, burnt cocoa",70%,2499
Austria,2016,Trinidad,"2- B,S","tobacco, over roasted",78%,2500
Australia,2011,Bolivia,"4- B,S,C,L","oily, honey, light rum",68%,2501
Australia,2011,Papua New Guinea,"4- B,S,C,L","toffee, caramel, butterscotch",66%,2502
Australia,2011,Bolivia,"4- B,S,C,L",intense prune and berry,72%,2503
Australia,2016,Blend,"5- B,S,C,V,L","oily, sweet, choco, nutty",65%,2504
Australia,2016,Solomon Islands,"4- B,S,C,L","smokey, dried fruit, balanced",78%,2505
Belgium,2018,Nicaragua,"3- B,S,C",intense earthy,72%,2506
Belgium,2018,DR Congo,"3- B,S*,C","fatty, herbal, earthy",68%,2507
Belgium,2018,Nicaragua,"3- B,S,C","sandy, basic cocoa",75%,2508
Belgium,2018,Nicaragua,"3- B,S,C","large grits, sweet, dried fruit",70%,2509
Austria,2010,Brazil,"4- B,S*,C,Sa","woody, butterscotch",65%,2510
Austria,2011,Congo,"4- B,S*,C,Sa","dairy, salt, caramel",65%,2511
Austria,2011,India,"4- B,S*,C,Sa","oily, subdued, caramel, salt",62%,2512
Austria,2011,India,"4- B,S*,C,Sa","creamy, masculine, earthy",65%,2513
Austria,2011,Peru,"4- B,S*,C,Sa","creamy, fatty, mild nutty",70%,2514
Austria,2012,Peru,"4- B,S*,C,Sa","woody, toast, pepper",70%,2515
Austria,2012,Ecuador,"4- B,S*,C,Sa","creamy, nutty, bready",75%,2516
Austria,2012,Papua New Guinea,"4- B,S*,C,Sa","hint of smoke, fruit",75%,2517
Austria,2012,Bolivia,"4- B,S*,C,Sa","smooth, intense blueberry",90%,2518
Austria,2012,Congo,"4- B,S*,C,Sa","creamy, caramel, salt, sweet",68%,2519
Austria,2012,Panama,"4- B,S*,C,Sa","oily, earthy, caramel, salty",72%,2520
Austria,2012,Blend,"4- B,S*,C,Sa","dairy, burnt caramel, coffee",65%,2521
Austria,2012,Peru,"4- B,S*,C,Sa","butterscotch, pepper",70%,2522
Austria,2012,Blend,"4- B,S*,C,Sa","smooth, spicy, floral",58%,2523
Austria,2012,Dominican Republic,"4- B,S*,C,Sa","spice, caramel, toffee, salty",62%,2524
Austria,2012,Dominican Republic,"4- B,S*,C,Sa","strawberry, Cadbury egg",70%,2525
Austria,2014,Blend,"4- B,S*,C,Sa","waxy, cloying, vegetal",80%,2526
Austria,2017,Colombia,"3- B,S,C","strong nutty, marshmallow",75%,2527
Austria,2018,Blend,"3- B,S,C","fatty, earthy, cocoa",75%,2528
Austria,2018,Congo,"3- B,S,C","fatty, mild nuts, mild fruit",70%,2529
Austria,2018,Belize,"3- B,S,C","muted, roasty, accessible",72%,2530
